           0.      13.19273         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       352.531         INDEF       332.066         INDEF      -2.59825         INDEF         INDEF            0.      18.29586         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF           1           0       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       17.6681         INDEF         INDEF         INDEF         INDEF         INDEF            0.         INDEF         INDEF         INDEF         INDEF
     56.00005      2.119144    0.03418274     0.5098578      0.236825     0.6955362    0.01109119     -62.52897     0.8833933       352.531     0.8959617       332.066      0.585133   -0.04411659   0.009018789     0.2044308      2.735565      20.28129    0.01765615    0.01737376      8163.798      13339.12      11.31696      10.78387        2997        9845     0.0528667    0.02103038   -0.04795022    0.01852835   -0.01522525    0.01695537    0.02740239     0.0165169          48           0          15           0   0.001074408      4.634929      23.17488       517.732      2.007166      7974.636      19.65354      19.71248       11.3139      11.33936   0.007377274      21.83331      42.00004   0.003836862   0.004047731   0.002913761   0.002982637
     58.66672      2.036959    0.03418998     0.5170097     0.2393299     0.6997904    0.01140357     -61.88345     0.9136524       352.531     0.9730985       332.066     0.6451603   -0.04072886   0.007644894     0.1877021      2.767566      20.32424    0.01837807    0.01807308      8671.448      13876.56      11.25146      10.74099        3243       10794    0.06469072    0.02250601   -0.04194174    0.01821616   -0.03368713    0.01810449    0.02826856    0.01664027          49           0          15           0   8.607004E-4      4.666632      24.10823      538.5831      1.926511      8454.976      19.69649      19.75701       11.2484      11.27585   0.007372984      23.62066      44.00004   0.003985849   0.004211154   0.002966806   0.003042526
     61.33339      1.947717    0.03452265     0.5306538      0.244112     0.7041461   0.009870723     -61.65458     0.7946509       352.531     0.8908544       332.066     0.5934408   -0.04466597   0.007252119     0.1623634      2.798493      20.37288    0.01941645    0.01907623      9165.689      14402.77      11.19128      10.70058        3493       11799    0.06203657    0.01978936   -0.02496525    0.01525543   -0.03031799    0.01605874     0.0245737    0.01472794          50           0          15           0   0.001411958      4.725462      25.02055      558.9645      1.839364      8921.938      19.74513      19.80727      11.18822      11.21749   0.007369098      25.43708      46.00004    0.00416154    0.00440352   0.003021831   0.003104151
     64.00005      1.830874    0.03524905     0.5505193     0.2492485     0.7055175    0.01043518     -61.31128     0.8299935       352.531     0.9814425       332.066     0.6574745   -0.04092453   0.007121766     0.1740219      2.828428      20.44005    0.02110778    0.02070377      9715.502      14879.43      11.12803      10.66523        3781       12792    0.05999714     0.0212998   -0.01272716    0.01646119   -0.02792618    0.01769191    0.02215711     0.0165592          50           0          15           0   0.003571255      4.878431      26.04782      581.9139      1.725763       9440.57      19.81229      19.87649      11.12497      11.15614   0.007365045      27.52959      48.00004   0.004418273   0.004684281   0.003084497   0.003174091
     66.66672      1.760876    0.04050629     0.6517256     0.2892728     0.7062832    0.01067316     -59.94126     0.8502042       352.531      1.035161       332.066     0.7185013   -0.04239839   0.007336603     0.1730396      2.857441      20.48237     0.0252679    0.02469228      10288.93      15329.49      11.06577      10.63287        4103       13862    0.04381768    0.02136098    0.01527082    0.01780336   -0.02769954    0.01929443   0.008881597    0.01783714          51           0          15           0   0.002479566      5.075916      27.09784      605.3719      1.657955      9981.174      19.85462      19.92001      11.06271      11.09568   0.007361219      29.86914      50.00004   0.004587796   0.004869546   0.003159291   0.003256475
     69.33338      1.672697    0.03646811     0.5957713     0.2629753     0.7121293     0.0087585     -59.97172     0.7041597       352.531      0.901647       332.066      0.624231   -0.04414892   0.006445523      0.145995      2.885597      20.53815    0.02393225    0.02341771      10709.21      15739.43       11.0223      10.60422        4347       14958     0.0417325    0.01782664    0.01087007    0.01469068   -0.01252143    0.01597951    0.01036003    0.01502615          52           0          15           0   0.001040869      5.132503      27.89988      623.2895      1.572758      10376.54       19.9104      19.97729      11.01924       11.0535   0.007358489      31.64196      52.00003   0.004824237   0.005127733   0.003214915    0.00331776
     72.00005      1.575937    0.03611823     0.5827596     0.2604522     0.7143665   0.008189483     -59.33888     0.6491212       352.531     0.8744335       332.066     0.6127295    -0.0433599   0.006019148     0.1388183      2.912951      20.60285    0.02517279    0.02460303      11196.14      16131.68      10.97402      10.57749        4647       16076    0.03294096    0.01652938   0.007052444    0.01412324  -0.007378913     0.0152054   0.004905452    0.01456227          52           0          15           0   0.002929386      5.006368      28.86015       644.742      1.479582      10833.83      19.97509      20.04359      10.97096      11.00668   0.007355419      33.82166      54.00003    0.00511335   0.005443347   0.003286331   0.003396016
     74.66671      1.433485    0.03343132      0.546894     0.2433837     0.7141823   0.008371957     -59.47815     0.6653822       352.531     0.9260266       332.066     0.6485017   -0.03718339   0.005254071     0.1413015      2.939556      20.70571      0.025622    0.02502959      11755.45       16515.8      10.92109      10.55194        5013       17336    0.02429966    0.01694889   0.005634757    0.01477362  -6.764551E-4    0.01589478   0.004484472    0.01528821          53           0          15           0    0.00383503      5.049208      29.93869      668.8367       1.34248      11359.08      20.07796      20.14917      10.91803      10.95528   0.007352204      36.48089      56.00003   0.005613418   0.005990888   0.003375411   0.003492985
     77.33337      1.277885    0.02860276      0.504263     0.2101865     0.7085376    0.00791256     -59.47815     0.6246733       352.531     0.8854286       332.066     0.6242641   -0.03060024    0.00455176     0.1487491      2.965458      20.83046    0.02457852    0.02403337      12391.84      16856.87      10.86385      10.52975        5477       18607   5.217935E-4    0.01551883   0.002491396    0.01404961   0.004365919    0.01487995   0.004860353    0.01454857          54           0          15           0   0.007318127      5.755784      31.31263       699.531       1.19347      11954.25      20.20271      20.27691      10.86079      10.89983   0.007348427      39.85215      58.00003   0.006285384   0.006726963   0.003497243   0.003625057
     80.00004      1.172433    0.02638431     0.4671001     0.1956713     0.7090323   0.006770246     -59.35008     0.5350922       352.531     0.7830456       332.066     0.5547871   -0.02883473   0.003863201     0.1339773      2.990698      20.92397    0.02471231    0.02416261      12853.82      17183.24      10.82411      10.50893        5851       19875   -0.00673167     0.0133113  -1.521191E-4     0.0120261   0.006397066    0.01274215   0.003614126    0.01243081          55           0          15           0    0.01419161      5.698566      32.36487      723.0385      1.092845      12385.41      20.29622      20.37254      10.82105      10.86136    0.00734575      42.56951      60.00003   0.006844704   0.007340083   0.003600923    0.00373691
      82.6667      1.091245      0.027396     0.5026017     0.2050129     0.7084987   0.006735148      -59.6334     0.5310689       352.531      0.803296       332.066      0.566653   -0.02929182   0.003759153     0.1283346      3.015315      21.00189    0.02760648    0.02692029      13329.06      17500.52      10.78469      10.48907        6271       21209  -0.009896779    0.01313624  -0.005819859    0.01192216    0.01065038    0.01236826    0.01581575    0.01221101          56           0          15           0   0.001179193      6.010152      33.47435      747.8245      1.015779      12828.52      20.37413      20.45194      10.78164      10.82319    0.00734311      45.62109      62.00003   0.007345978   0.007888745   0.003720942   0.003865935
     85.33337      0.999473    0.02981619     0.5318472     0.2251073     0.7059202    0.00710658     -59.44596     0.5591221       352.531     0.8639025       332.066     0.6147603   -0.02889483   0.003746002     0.1296426      3.039343      21.09727    0.03288265    0.03191579      13814.12      17810.01      10.74588      10.47003        6727       22558  -0.001378484      0.013547   -0.01369057    0.01256348   0.004727579    0.01218142    0.03378996    0.01278186          57           0          15           0   0.004788531      5.582061      34.70665      775.3543     0.9288077      13279.51      20.46951      20.54913      10.74283      10.78568   0.007340373      48.93422      64.00002   0.008012453   0.008619087   0.003850526   0.004005362
     88.00003      0.887402    0.02583534     0.4751826     0.1967561     0.7001183    0.00611636     -59.50378     0.4755521       352.531     0.7486973       332.066     0.5351924   -0.02601205   0.003101422     0.1192302      3.062814      21.22639    0.03207808    0.03115885      14346.56      18096.39      10.70482      10.45271        7291       23921   0.006879276    0.01124785   -0.01154803    0.01059038   0.001501742   0.009427264    0.03961385    0.01056373          58           0          15           0   0.007475113      5.832632      36.14257      807.4329     0.8226606      13773.61      20.59864      20.68089      10.70176      10.74601   0.007337419      53.03205      66.00002   0.009014717   0.009721172   0.004017564   0.004184511
     90.66669     0.8232393    0.02099126     0.3926312     0.1598647     0.7043191   0.004306548      -59.4845     0.3325556       352.531      0.549579       332.066     0.3912202   -0.02322041    0.00245461     0.1057092      3.085759      21.30788    0.02804285    0.02733817      14655.99      18360.51      10.68165      10.43698        7643       25369   0.001131431    0.00796826  -0.009595637   0.007570219   0.001027851   0.006580987    0.02979166   0.007344007          58           0          15           0    0.00185117      6.032044      36.97606      826.0534     0.7619261      14060.86      20.68013      20.76416       10.6786       10.7236   0.007335809      55.58956      68.00002   0.009711244    0.01048975     0.0041221   0.004296403
     93.33336     0.7445348    0.01890239     0.3667404      0.145192       0.70213   0.004436228     -59.48814      0.340598       352.531     0.5766487       332.066     0.4117768   -0.02078598    0.00213101     0.1025215      3.108202      21.41698    0.02792059    0.02722093      15061.97      18609.01      10.65199      10.42239        8157       26902  -0.003956704   0.007955815    -0.0142128   0.007685695   0.004548935    0.00667642    0.02883082   0.007361473          59           0          15           0   0.003415281      6.380167      38.20424      853.4905      0.687735      14436.31      20.78923      20.87539      10.64893      10.69499   0.007333564      59.32411      70.00002      0.010729     0.0116122   0.004280054   0.004465389
     96.00002     0.6888189    0.01513068     0.3032958     0.1172018     0.7040519   0.003329203     -59.24566     0.2566217       352.531     0.4469745       332.066     0.3211649   -0.01836137    0.00168114    0.09155853      3.130169      21.50143    0.02411512    0.02359143      15361.06      18861.15      10.63064      10.40777        8569       28433  -0.005238203   0.006125836  -0.007347764   0.005812194   9.077697E-4   0.005342822    0.01930257   0.005654953          60           0          15           0   0.003404476      6.696754      39.16882      875.0392     0.6353352       14712.4      20.87368      20.96143      10.62758      10.67443   0.007331899      62.31756      72.00002    0.01159077    0.01256358   0.004408195   0.004602393
     98.66669     0.6219678    0.01255386     0.2553951    0.09804878     0.7022737   0.002835893     -59.40625      0.216928       352.531     0.3881391       332.066     0.2784843   -0.01581802   0.001378399    0.08714103      3.151684      21.61227    0.02213794    0.02169727      15722.87      19091.52      10.60536      10.39459        9119       30016  -0.008436671   0.005118856   -0.00542057   0.004848764   0.005475696    0.00441746    0.01617888   0.004649017          61           0          15           0   0.001913144      6.784857      40.37759      902.0441     0.5725138      15046.15      20.98452      21.07448       10.6023      10.65007   0.007329924      66.31367      74.00002    0.01282828     0.0139335    0.00458257   0.004788527
     101.3334       0.57943    0.01091394     0.2182884    0.08524056     0.7038938   0.003220551     -59.36963     0.2437619       352.531     0.4535792       332.066     0.3247917   -0.01396707   0.001178693    0.08439092      3.172766      21.68919    0.02064625    0.02025956      15983.47      19289.04      10.58751      10.38342        9549       31558  -0.009044635   0.005833721  -0.003635094   0.005580212   0.001365285   0.005382428    0.01259367   0.005584455          61           0          15           0   0.005751504      6.557962      41.35589      923.8996       0.53276      15285.62      21.06144      21.15261      10.58446      10.63293   0.007328411       69.4379      76.00002    0.01376402    0.01496688   0.004719985   0.004935326
         104.     0.5155753   0.009137488     0.1921747    0.07194865     0.6988188   0.003469625     -59.36451     0.2588247       352.531      0.490409       332.066     0.3526426    -0.0118001   9.836805E-4    0.08336205      3.193437      21.81596    0.01941406    0.01907486      16361.12      19457.97      10.56216      10.37395       10235       33031   -0.01955203   0.005848234   -0.00302108   0.005507242  -4.566970E-4   0.005257664    0.01220199    0.00550623          62           0          15           0   0.004862559      7.134226      42.80639      956.3041     0.4730241      15632.67      21.18821      21.28173       10.5591      10.60855   0.007326293      74.42213      78.00001    0.01545991     0.0168477   0.004941654   0.005171788
     106.6667     0.4602498   0.008319247     0.1826949    0.06655397     0.6908476   0.003506334     -59.41866     0.2593889       352.531     0.4931237       332.066     0.3573266    -0.0101908   9.010725E-4    0.08842021      3.213714      21.93921     0.0198048    0.01944999       16760.8       19609.4      10.53596      10.36553       11057       34625   -0.01898731   0.005751689   0.002927518   0.005438856    0.01250685   0.005126599   0.009879597   0.005216513          64           0         100           2   0.004352166      7.535376      44.48118      993.7189     0.4215907      15999.14      21.31146      21.40671       10.5329      10.58339   0.007324019       80.3945      80.00001    0.01730762    0.01889185   0.005210548   0.005458471
     109.3333     0.4298981   0.007432805     0.1605364    0.05992519     0.6908476   0.003715577     -58.99504     0.2740497       352.531     0.5329742       332.066     0.3900642  -0.009669259   7.693366E-4     0.0795652      3.233614      22.01328    0.01893664    0.01861126      17013.13      19761.65      10.51973      10.35713       11619       36307   -0.02135736   0.005986429   0.004648129   0.005684841   0.005923687   0.005565932   0.005314784   0.005705813          65           0          15           0   0.004062549      7.176759      45.59321      1018.562     0.3934892      16230.32      21.38553      21.48161      10.51667      10.56782   0.007322601       84.4778      82.00001    0.01852211    0.02023322   0.005393761   0.005653782
         112.     0.4036845    0.00714877     0.1540202    0.05719016     0.6935223   0.003746634      -59.0391     0.2711764       352.531     0.5529103       332.066     0.4016015  -0.008913772   7.259061E-4    0.08143647      3.253153      22.08159    0.01940032    0.01905789      17199.06      19904.66      10.50793      10.34931       12063       37996   -0.02036388   0.006062958  -0.001066423   0.005856817   0.005337313   0.005714082   0.001166161   0.005911911          64           1          15           0   0.003285941      7.252923      46.50276      1038.883     0.3691662      16400.09      21.45383      21.55089      10.50487      10.55652   0.007321491      87.70374      84.00001    0.01971992    0.02156106   0.005539028   0.005808755
     114.6667     0.3800896   0.007527397     0.1606844    0.05974686     0.6935223   0.004270343     -59.00872     0.3017831       352.531     0.6410583       332.066     0.4634083  -0.008605396   7.134575E-4    0.08290815      3.272347      22.14698     0.0217176    0.02129252      17421.21      20053.39        10.494      10.34122       12631       39842   -0.01981553   0.006786316  -0.009795158   0.006771239    0.01168648   0.006353138  -0.006496753   0.006572727          63           3          15           0   0.002212879      7.232982      47.60997      1063.616     0.3474484      16602.97      21.51923      21.61671      10.49094      10.54317   0.007320197      91.83064           86.    0.02093792    0.02290225   0.005725516   0.006007566
     117.3333     0.3617457     0.0073529     0.1653207     0.0588232     0.6949802   0.004370761     -58.69246      0.309106       352.531     0.6722637       332.066     0.4896848  -0.008482158   6.727952E-4    0.07931887      3.291208      22.20069    0.02229541    0.02184829      17602.88      20177.37      10.48273      10.33453       13118       41645    -0.0173903   0.006933572   -0.01465955   0.007028018   0.008071409   0.006670546  -7.573527E-4   0.006929944          64           2          15           0   0.001753073      7.898732      48.60116       1085.76     0.3306291      16768.41      21.57293      21.67059      10.47968       10.5324   0.007319089        95.369           88.    0.02199371    0.02406103   0.005884606   0.006177335
         120.     0.3253173   0.006677266     0.1527596    0.05424637     0.6897575   0.004336086     -58.75876      0.305586       352.531     0.6693504       332.066     0.4894337  -0.007758572   5.940591E-4     0.0765681      3.309751      22.31593    0.02251673    0.02205989      17889.37      20294.88      10.46521      10.32823       13955       43458   -0.01586367    0.00684722   -0.01213154   0.006917085   0.009181487   0.006597573   -0.00426872   0.006792096          66           2          15           0   0.003012833      7.930041      50.12947      1119.903     0.2968691      17029.96      21.68817      21.78753      10.46215       10.5156   0.007317465      101.4504           90.    0.02444744    0.02678761    0.00615935   0.006470072
