           0.      13.19273         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       352.531         INDEF       332.066         INDEF     -1.191882         INDEF         INDEF            0.      18.29586         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF           1           0       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       17.6681         INDEF         INDEF         INDEF         INDEF         INDEF            0.         INDEF         INDEF         INDEF         INDEF
         320.   0.007907693   0.004664829     0.2586537     0.0440079     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -9.007204E-4         INDEF         INDEF      4.229485      26.35157     0.9678027     0.5034311       22192.4      22185.64      10.23118      10.23151       91880      214113   -0.01434043    0.02515525   1.004732E-5    0.02390742   -0.01956246    0.02812688  -0.002229028    0.02272691          89          23           1           4   0.001424051      34.54427      142.4244      9545.369   0.007104894       20891.6      25.72382      25.84005      10.22812       10.2937   0.007271748      667.6261          240.     0.9984163      1.111229    0.03266313    0.03469686
         328.    0.00345385   0.001696344    0.09342277    0.01591312     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -7.205763E-4         INDEF         INDEF      4.255675      27.25093     0.7335165     0.4338004      22231.64      22192.87      10.22926      10.23116       95143      220581   0.009306973    0.01243054    0.01362414    0.01498338   -0.01071734    0.01319742   0.009489866    0.01251188          88          25           1           4   0.001424051      34.46633       145.985      9784.011   0.002944201      20926.68      26.62318      26.79652       10.2262      10.29188   0.007271599      691.3339          246.      2.285852      2.681538     0.0337633    0.03586872
         336.   6.239563E-4   0.001114167    0.06133244    0.01051103     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -5.764611E-4         INDEF         INDEF       4.28139      29.10881         INDEF      1.112317      22237.16      22748.25      10.22899      10.20432       98141      226997    0.02737443    0.02315328    0.00731155   0.009692528    0.00393855   0.008001485    0.02188636    0.01888635          89          25           1           4   0.001424051      34.04787      149.5456      10022.64   3.095510E-4      20930.16      28.48105      29.24211      10.22593       10.2917   0.007271457      713.1163          252.      12.65285      25.50411    0.03481844    0.03699268
         344.   0.009323752   0.005559944     0.2960334     0.0518597     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -2.593687E-4   1.653840E-4     0.6376407       4.30665      26.17272     0.9849083        0.5078      22251.11      22771.38      10.22831      10.20322      101252      233020   -0.06195621    0.09701762   -0.02775895    0.09092828   -0.04577249    0.09351716   -0.01276308    0.08897776          87          28           1           4   0.001424051      32.58528      153.1062      10261.28     0.0085232      20941.69      25.54496      25.64243      10.22526       10.2911   0.007271322      735.7198          258.     0.8467315     0.9262614    0.03589954    0.03814419
         352.    0.01582851    0.01377915     0.7438365     0.1292599     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -3.906501E-4   4.126558E-4      1.056331      4.331473      25.59809      2.219553     0.6799102      22297.82      22784.24      10.22604      10.20261      104330      238345   -0.01643567     0.1414774    -0.2467302     0.2965487    -0.1523869     0.2130407    0.03849614     0.1459868          88          28           1           4   0.001424051      33.11521      156.6668      10499.91    0.01466684      20984.18      24.97034       25.0531      10.22298       10.2889   0.007271193      758.0834          264.     0.4987582     0.5382617    0.03691326    0.03922407
         360.    0.04070425    0.03655246      2.001075     0.3467671     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -0.001145778   0.001016423     0.8871031      4.355877      24.57259      2.478513     0.6957412      22355.34      22860.44      10.22324      10.19898      107462      243249    0.08589055     0.1465722     0.1491312     0.1824606    0.07361222     0.1410439     0.1650989     0.1911454          90          27           1           4   0.001424051      33.30051      160.2275      10738.55    0.03809476      21036.93      23.94484      24.01678      10.22018      10.28618    0.00727107      780.8394          270.     0.1939494     0.2072347    0.03792347    0.04030016
         368.    0.02375528    0.02437695      1.352141     0.2325413     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -7.372734E-4   6.632657E-4     0.8996197      4.379878      25.15729         INDEF     0.7666903      22879.57      22879.31      10.19807      10.19809      110433      247634     0.1088714     0.1604655     0.1403727     0.1791885    0.08329953     0.1474592     0.1554209     0.1871535          91          27           1           4   0.001424051      33.80988      163.7881      10977.18    0.02215815      21528.92      24.52954      24.60511      10.19501      10.26108   0.007270953      802.4257          276.     0.3323206     0.3562736    0.03807892    0.04046783
         376.  -2.487542E-4    0.00103255    0.05589509   0.009795626     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -5.898188E-4         INDEF         INDEF       4.40349      21.09669         INDEF     -7.764493      22888.43      22895.91      10.19765       10.1973      113541      251661    0.01961855    0.01684223    0.01413762    0.01286708  -0.005634981   0.007605901   0.007641944   0.008529284          90          29           1           4   0.001424051      32.55989      167.3487      11215.81  -4.118284E-4      21536.04         INDEF         INDEF      10.19459      10.26072    0.00727084      825.0073          282.         INDEF         INDEF    0.03913534    0.04159289
         384.   0.002461515   0.004194155      0.219605    0.03912047     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -4.718550E-4         INDEF         INDEF      4.426728      27.61869         INDEF      1.079973       22897.3      22914.03      10.19723      10.19644      116800      255452    0.06311634    0.05961342   4.096372E-4    0.03314348    0.01889083    0.03620146   0.002486485    0.03181401          87          33           1           4   0.001424051      31.51204      170.9093      11454.44   0.002153467      21543.24      26.99093       27.1361      10.19417      10.26036   0.007270732      848.6861          288.      3.206988      3.665739    0.04024297    0.04277235
         392.  -0.002265018   0.001307883    0.07371214    0.01226903     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -3.774840E-4         INDEF         INDEF      4.449605      21.09669         INDEF         INDEF      22913.79      22931.99      10.19645      10.19559      120075      259205     0.0253198    0.02361845   0.002620441    0.01271381   0.004504124    0.01280614    0.01463348    0.01688074          88          32           1           4   0.001424051      36.09587      174.4699      11693.08  -0.002279737      21557.68         INDEF         INDEF      10.19339      10.25963   0.007270628      872.4811          294.         INDEF         INDEF    0.04134151    0.04394211
         400.   -0.00109301   0.001456015    0.07930629    0.01342379     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -3.019872E-4         INDEF         INDEF      4.472136      21.09669         INDEF     -8.600219      22924.87      22946.49      10.19593       10.1949      123263      262717     0.0461332    0.04035391    0.00961973     0.0182572      0.017879    0.02166919    0.03178966    0.02982847          85          36           1           4   0.001424051      34.90316      178.0305      11931.71  -0.001164644      21567.11         INDEF         INDEF      10.19287      10.25915   0.007270528       895.644          300.         INDEF         INDEF    0.04241851    0.04508896
         408.   -0.00216108   0.001113674    0.06312028    0.01020699     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -2.415898E-4         INDEF         INDEF      4.494331      21.09669         INDEF         INDEF      22924.89      22966.18      10.19592      10.19397      126401      266067    0.03403386     0.0314175   0.005181265    0.01629613   0.007551995    0.01647534    0.03402184    0.03113629          84          38           1           4   0.001424051      38.24218      181.5911      12170.34  -0.002158106       21566.2         INDEF         INDEF      10.19287       10.2592   0.007270433      918.4436          306.         INDEF         INDEF    0.04349827    0.04623869
         416.  -0.001950228   0.003323924     0.1937182    0.03064507     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -1.932718E-4         INDEF         INDEF      4.516201      21.09669         INDEF     -7.155273      22925.83      22982.95      10.19588      10.19318      129593      269275     0.1186127      0.110639   -0.03704631    0.06530119    0.04186957    0.06704607    0.09057388    0.09090497          85          37           1           4   0.001424051      39.95948      185.1517      12408.99  -0.001949495      21566.21         INDEF         INDEF      10.19282       10.2592   0.007270341      941.6356          312.         INDEF         INDEF    0.04459482    0.04740625
         424.  -0.003302919   0.001334547    0.07675622    0.01230392     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -1.546175E-4         INDEF         INDEF      4.537759      21.09669         INDEF         INDEF      22925.67      23004.49      10.19589      10.19216      132725      272425    0.08951971    0.07667136   3.979834E-4    0.02743404    0.01402538    0.02924022    0.04608319     0.0455551          85          38           1           4   0.001424051       38.9171      188.7123      12647.62  -0.003212619      21565.24         INDEF         INDEF      10.19283      10.25925   0.007270252      964.3915          318.         INDEF         INDEF    0.04567282    0.04855406
         432.  -0.003577822   0.001259769    0.07522972    0.01181768     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -1.236940E-4         INDEF         INDEF      4.559014      21.09669         INDEF         INDEF      22921.78      23021.16      10.19607      10.19137      135861      275746     0.1025297    0.08807284   0.005242625    0.03193276   -0.02101988     0.0354961    0.05789377     0.0557779          88          35           1           4   0.001424051      40.52418       192.273      12886.27  -0.003462703      21560.81         INDEF         INDEF      10.19301      10.25947   0.007270167      987.1766          324.         INDEF         INDEF    0.04675983    0.04971141
         440.  -0.002296871   0.001157571    0.07012868    0.01079711     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -4.398493E-5   4.337733E-5     0.9861861      4.579976      21.09669         INDEF         INDEF      22923.72      23035.96      10.19598      10.19068      138934      278841     0.1864399     0.2019447    0.08132908     0.1145996   0.002910997     0.0814347     0.1313116     0.1529754          87          37           1           4   0.001424051       42.1868      195.8336       13124.9  -0.002250141      21561.91         INDEF         INDEF      10.19292      10.25942   0.007270085      1009.504          330.         INDEF         INDEF    0.04781337    0.05083315
         448.   0.005459021   0.007899519     0.4520221    0.07109567     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -1.577152E-4   1.955768E-4      1.240063      4.600653      26.75391         INDEF     0.9716107       22921.7      23054.28      10.19608      10.18981      141932      282010     0.3411203     0.4517999   -0.09603699     0.1930758    0.08405963     0.1846517   -0.08308798     0.1879021          81          43           1           4   0.001424051      40.42342      199.3942      13363.53   0.005051767      21559.34      26.12615      26.21033      10.19302      10.25955   0.007270006      1031.286          336.      1.445914      1.562477    0.04884934    0.05193618
         456.   0.006643745    0.00879912     0.5143563    0.07967942     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -1.091879E-4   9.802821E-5     0.8977937      4.621056      26.54066         INDEF     0.9157875      22990.12      23065.62      10.19284      10.18928      144955      285274     0.3522326     0.4062575   -0.04705971     0.2490255     0.1319431     0.2717971    -0.2551472     0.3401821          82          43           1           4   0.001424051      41.67118      202.9548      13602.16   0.006171963      21623.05      25.91291      25.99288      10.18978      10.25634    0.00726993       1053.25          342.      1.188064      1.278879    0.04974125    0.05288602
         464.  -0.003910618   0.001335017    0.07992466    0.01216258     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -8.735033E-5         INDEF         INDEF      4.641191      21.09669         INDEF         INDEF      22989.46      23080.32      10.19287      10.18859      148064      288458     0.1137991     0.1026025  -0.007021674    0.04430723  -1.501530E-4    0.04414005    0.02611315    0.05141872          83          42           1           4   0.001424051      43.18273      206.5154      13840.79  -0.003748932      21621.82         INDEF         INDEF      10.18981       10.2564   0.007269856      1075.839          348.         INDEF         INDEF     0.0508095     0.0540233
         472.  -0.003531736   0.001309398    0.07778565    0.01178459     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -6.988027E-5         INDEF         INDEF      4.661068      21.09669         INDEF         INDEF      22985.31      23096.35      10.19307      10.18783      151113      291342     0.1537165      0.134854    0.03594514    0.06020615    0.02322742    0.05569034    0.03531988    0.06213341          81          44           1           4   0.001424051      43.56827       210.076      14079.42  -0.003387226      21617.36         INDEF         INDEF      10.19001      10.25663   0.007269784      1097.992          354.         INDEF         INDEF    0.05186506    0.05514708
         480.  -0.003859017   0.001325392    0.07882599    0.01178034     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -5.590422E-5         INDEF         INDEF      4.680695      21.09669         INDEF         INDEF      22983.02      23109.33      10.19318      10.18722      154055      294305     0.2406274     0.2040266    0.02893548    0.06755121    0.05415145    0.07676779    0.06032648    0.08213983          79          47           1           4   0.001424051      44.77369      213.6366      14318.07   -0.00369012      21614.67         INDEF         INDEF      10.19011      10.25676   0.007269715      1119.368          360.         INDEF         INDEF    0.05288003    0.05622766
         488.  -0.001224141   0.003434835     0.2034739    0.03033564     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -4.472337E-5         INDEF         INDEF      4.700077      21.09669         INDEF     -6.638678      22979.72      23128.36      10.19333      10.18633      157117      297183     0.2997751     0.3297837    -0.3828869     0.3719414     0.4149437     0.3917623  -0.008363374     0.2193576          78          48           1           4   0.001424051      44.98946      217.1972       14556.7  -0.001207676      21611.07         INDEF         INDEF      10.19027      10.25694   0.007269649      1141.615          366.         INDEF         INDEF    0.05393876    0.05735474
         496.   2.418526E-4   0.004924078     0.3110182    0.04458942     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -5.014082E-5   1.073103E-4      2.140179      4.719222      30.13782         INDEF      3.323994      22981.89      23145.45      10.19323      10.18553      160246      300443     0.5456458      1.202426     -0.260346     0.6173519    -0.2668971     0.6307369    0.05192501       0.30468          82          44           1           4   0.001424051      48.65281      220.7578      14795.33   1.750319E-4      21612.64      29.51006      29.86115      10.19017      10.25686   0.007269585      1164.349          372.      32.63474      45.09348    0.05500769    0.05849265
         504.    0.02004507    0.01348311     0.8727934      0.122837     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -4.875465E-4   2.705559E-4     0.5549335      4.738137      25.34167      1.212435     0.5585067      22996.82      23167.16      10.19252      10.18451      163761      303707     0.1117146     0.1009295    0.04960832    0.08021604   0.001536018    0.07543701    -0.1175262     0.1014406          83          43           1           4   0.001424051      50.48525      224.3185      15033.98    0.01880166      21626.22      24.71392      24.78345      10.18946      10.25618   0.007269522      1189.888          378.     0.3937528     0.4197925    0.05617773    0.05973807
         512.    0.01516652    0.01209641     0.8269878     0.1141173     0.6478348         INDEF     -61.86013         INDEF       352.531         INDEF       332.066         INDEF  -3.326968E-4   2.377797E-4     0.7147037      4.756828      25.64448      1.734331     0.6367161      23103.52      23189.05       10.1875      10.18349      167533      307024     0.2055809     0.1783788    0.04034637     0.1014586  -0.007177614      0.097721     -0.121555     0.1319319          89          37           1           4   0.001424051      52.51642      227.8791      15272.61    0.01421679      21726.14      25.01673      25.08694      10.18444      10.25118   0.007269462      1217.294          384.      0.520404     0.5551686    0.05720621     0.0608329
