           0.      22.17524         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       677.341         INDEF       772.034         INDEF     -4.481735         INDEF         INDEF            0.      17.73202         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF           1           0       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF      17.10247         INDEF         INDEF         INDEF         INDEF         INDEF            0.         INDEF         INDEF         INDEF         INDEF
     56.00005      3.248981    0.04383944     0.6338544     0.3037285     0.6922321   0.009504358     -61.97579     0.7569219       677.341     0.7563687       772.034     0.5022548   -0.06757194    0.01041938     0.1541968      2.735565      19.81733    0.01474957    0.01455252      13046.33      20933.13      10.80797      10.29461        3031        9845    0.04287085     0.0161537   -0.04807165    0.01487816   -0.01886798    0.01363092    0.02543329    0.01308368          48           0          15           0   0.005185436      4.355198      23.30029      520.5334      2.979745      12305.75      19.18777      19.28169      10.80311      10.86656   0.003275196      9.773475      42.00004     0.0012044   0.001303733   8.333068E-4   8.822716E-4
     58.66672      3.118014    0.04623245     0.6756981     0.3236271     0.6970689   0.008917493     -61.69751       0.71267       677.341      0.752516       772.034     0.5023949   -0.07101759    0.01003312     0.1412766      2.767566        19.862     0.0162195    0.01598044      13794.66      21757.63      10.74742      10.25266        3265       10790    0.04893068    0.01607923   -0.03502439     0.0135943   -0.02071706    0.01342097    0.02402829    0.01271223          49           0          15           0   0.009921511      4.359287      24.21726      541.0187      2.855942      12990.94      19.23244      19.32776      10.74255      10.80773   0.003272895      10.52553      44.00004   0.001246082   0.001351069   8.469775E-4   8.982443E-4
     61.33339      2.972178    0.04574197     0.6954603     0.3234446     0.7010431     0.0087529      -61.3041     0.7026016       677.341     0.7791108       772.034     0.5248448   -0.06722923   0.009394241     0.1397345      2.798493      19.91401    0.01684011    0.01658164       14619.3      22571.43      10.68438       10.2128        3535       11791    0.05306488    0.01670196   -0.02140358    0.01334083   -0.01916202    0.01409002    0.01790719     0.0131443          50           0          15           0   0.002489849      4.623224      25.15142      561.8879      2.718257      13746.74      19.28445      19.38141      10.67952      10.74633   0.003270723      11.39328      46.00004   0.001297247   0.001409227   8.632946E-4   9.170151E-4
     64.00005      2.793305     0.0483661     0.7504682     0.3454031     0.7021486   0.009588725     -60.88437     0.7733244       677.341     0.8899078       772.034     0.6070404    -0.0609318   0.009531101     0.1564224      2.828428       19.9814    0.01896382    0.01863898      15470.54      23309.59      10.62293      10.17786        3831       12782    0.06025405     0.0191496   -0.01457574    0.01467204   -0.01867387    0.01580603    0.01760607    0.01480577          51           0          15           0   0.005979757      4.720763      26.19639      585.2328      2.550369      14524.28      19.35184      19.45063      10.61807       10.6866   0.003268475       12.3446      48.00004   0.001369867   0.001491222   8.821919E-4   9.386455E-4
     66.66672      2.693481     0.0514214     0.8261275     0.3672223      0.706855   0.008857246     -59.88645     0.7058486       677.341      0.860446       772.034     0.5977373   -0.06380205   0.009344907     0.1464672      2.857441      20.02091    0.02092827    0.02053248      16190.53      24013.73      10.57354      10.14554        4095       13853    0.04723071    0.01759698   0.003757468    0.01425909   -0.02164916    0.01547506   0.008834471     0.0144428          51           0          15           0   0.003790417      5.060998      27.07145      604.7822      2.456983      15181.51      19.39135      19.49113      10.56868      10.63855   0.003266725      13.19307      50.00004   0.001413607   0.001540674   8.995595E-4   9.583716E-4
     69.33338      2.579647    0.05263002     0.8146596     0.3795205     0.7120245   0.007918613     -59.76952     0.6366181       677.341     0.8135777       772.034     0.5660935    -0.0683992   0.008903529     0.1301701      2.885597      20.06779    0.02237958    0.02192893      16842.71      24661.11      10.53066      10.11666        4345       14951    0.03393206    0.01598828   0.007142853    0.01343014   -0.01565122    0.01465176   0.007348334    0.01370069          52           0          15           0   0.008829953      4.607676      27.90496      623.4026      2.350793      15775.55      19.43824       19.5391       10.5258      10.59687    0.00326516      13.99655      52.00003   0.001467888   0.001601966   9.162519E-4   9.772955E-4
     72.00005      2.411723    0.05026933     0.7851431     0.3624973     0.7118127   0.006500665     -59.13251     0.5132185       677.341      0.686094       772.034     0.4840792   -0.06933173   0.007923963     0.1142906      2.912951      20.14087    0.02286967    0.02239853      17667.86      25277.43      10.47873      10.08986        4677       16073    0.02565872    0.01274553   0.007115477    0.01110825  -0.003564981    0.01185318   0.006507141    0.01145415          52           0          15           0   0.006780321      4.691245      28.98888      647.6177      2.194447      16526.06      19.51132      19.61382      10.47387      10.54641   0.003263257      15.06356      54.00003   0.001560639   0.001706365   9.386964E-4   0.001002661
     74.66671       2.21263    0.04456894     0.7403613     0.3244668     0.7140284   0.006745038     -59.34398      0.536009       677.341     0.7448412       772.034     0.5233939    -0.0566525   0.007156475     0.1263223      2.939556      20.23442    0.02209351    0.02165238      18444.31      25884.13      10.43204      10.06411        5013       17336    0.02342325    0.01352765   0.007420914    0.01177361   0.003736216    0.01259061   0.008314868    0.01214113          53           0          15           0    0.02914924      5.206513      29.94675      669.0167      2.009023      17233.06      19.60487      19.70968      10.42718      10.50093    0.00326169      16.14343      56.00003   0.001688771   0.001851219   9.624318E-4   0.001029231
     77.33337      2.015976    0.04302082     0.7501369     0.3161372     0.7102675   0.006241664     -59.39121     0.4939106       677.341     0.7025461       772.034     0.4957227    -0.0528513   0.006685622     0.1264987      2.965458      20.33548    0.02342016    0.02292594      19331.04      26430.75      10.38105      10.04142        5433       18611   0.003050532    0.01235097   0.003212177    0.01113453   0.009343334    0.01182041   0.003714706    0.01146068          54           0          15           0    0.01088969       5.63028      31.21956      697.4517      1.826916      18036.57      19.70592      19.81284      10.37619      10.45145   0.003259755      17.49327      58.00003   0.001839898    0.00202179   9.937292E-4    0.00106425
     80.00004      1.791177    0.04165924     0.7143219     0.3089532     0.7051983   0.005944937     -59.27248     0.4667951       677.341     0.6770245       772.034     0.4818617   -0.04708878   0.005972022     0.1268247      2.990698      20.46385    0.02555107     0.0249622      20276.84      26953.37      10.32919      10.02016        5931       19880  -4.073375E-5    0.01142723  -2.867084E-4    0.01046574   0.004597679    0.01077423     0.0151464    0.01079287          55           0          15           0   0.002656956      5.345674       32.5774      727.7859      1.618969      18893.28      19.83429      19.94404      10.32433      10.40106   0.003257856      19.09379      60.00003   0.002055891   0.002266134    0.00103267   0.001107545
