kind,operator,chi2,redchi2,log10_Ag,log10_Ac,upsilon_star,inner_mean_residual_kms,outer_mean_residual_kms,compact_peak_kms,compact_at_last_radius_kms
geom_only,none,89.22140953379716,3.076600328751626,1.006679070882821,-inf,0.09089547220816999,21.130931667324642,0.6368282224216841,0.0,0.0
baseline_gauss_Rd3,cumulative,20.672704217402632,0.7383108649072369,1.0704528457902585,4.953831961210968,0.06887510723255193,-0.5855040185449916,0.1861206455884592,78.69499726455741,16.605786085323775
excess4_raw,local_sigma,27.327434319113497,0.9759797971111963,1.0327656354482853,4.857872817837601,0.08356885518184061,-0.16453497039168496,0.37617109009644334,77.61731859187746,0.0
excess4_raw,local_sqrtRsigma,27.010057974586303,0.9646449276637965,1.0378838281926233,4.7363662208646815,0.08215642013385324,1.730633435513262,0.33152148044980834,66.91197733135849,0.0
